sent_id,sent,word_num,un_id,lemma,pos_tag,sense_key,sense_number,hom_type
d141.s020,then he spread out the last list on the counter,4,semcor.d141.s020.t002,last,ADJ,last%3:00:00::,last#a#3,100
d157.s063,the fourth and last speaker was thomas davis,3,semcor.d157.s063.t001,last,ADJ,last%3:00:00::,last#a#3,100
d158.s018,escalation is their first love and their last they will be faithful unto death,7,semcor.d158.s018.t004,last,ADJ,last%3:00:00::,last#a#3,100
d170.s101,the last essential to the beginner &apos;s gymnastic program is the somersault or forward roll,1,semcor.d170.s101.t000,last,ADJ,last%3:00:00::,last#a#3,100
d176.s111,there are other good representations of peasants and people of the court by actors who are finely costumed and magnificently photographed in this last of the russian films to reach this country in the program of joint cultural exchange,23,semcor.d176.s111.t012,last,ADJ,last%3:00:00::,last#a#3,100
d177.s074,he and mark were the last of the family and there lay the cape ann property which had seemed to have no end stretching from horizon to horizon in those golden days of summer,5,semcor.d177.s074.t002,last,ADJ,last%3:00:00::,last#a#3,100
d178.s042,the last exercise of roland claude &apos;s prescribed program for henri is a single exercise done in individual sets with a bit longer pause between sets,1,semcor.d178.s042.t000,last,ADJ,last%3:00:00::,last#a#3,100
d180.s014,the bears added their last run in the sixth on alusik &apos;s double and outfield flies by porter and wert,4,semcor.d180.s014.t002,last,ADJ,last%3:00:00::,last#a#3,100
d181.s002,modifications of the last technique have been applied by several groups of investigators,3,semcor.d181.s002.t001,last,ADJ,last%3:00:00::,last#a#3,100
d001.s014,with his free hand he pulled a pad and pencil toward him and began to make notes as he listened saying uh-huh &apos;&apos; and i see &apos;&apos; at intervals,7,semcor.d001.s014.t003,pad,NOUN,pad%1:27:01::,pad#n#1,100
d002.s000,on april 17 1610 the sturdy little three masted bark discovery weighed anchor in st. katherine&apos;s pool london and floated down the thames toward the sea,9,semcor.d002.s000.t006,bark,NOUN,bark%1:06:00::,bark#n#1,200
d006.s036,most of the letters were written in the hubbub of camp on stumps pieces of bark drum heads or the knee,15,semcor.d006.s036.t006,bark,NOUN,bark%1:20:00::,bark#n#1,200
d042.s009,swadesh and therefore hoijer felt compelled to omit all terms denoting species or even genera fox vulture salmon yellow pine manzanita their classes of animal and plant terms are restricted to generalizations or recurrent parts fish bird tree grass horn tail bark root,40,semcor.d042.s009.t029,bark,NOUN,bark%1:20:00::,bark#n#1,200
d051.s039,every morning early in the summer we searched the trunks of the trees as high as we could reach for the locust shells carefully detached their hooked claws from the bark where they hung and stabled them a weird faery herd in an angle between the high roots of the tulip tree where no grass grew in the dense shade,30,semcor.d051.s039.t014,bark,NOUN,bark%1:20:00::,bark#n#1,200
d002.s017,this is the story of his last tragic voyage as nearly as we are able or ever probably will be able to determine,6,semcor.d002.s017.t002,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d007.s001,sounds exactly like last time &apos;&apos;,3,semcor.d007.s001.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d010.s040,the fact that metropolitan churches of the major denominations have moved approximately every generation for the last hundred years becomes somewhat more intelligible in the light of this struggle to maintain economic balance,16,semcor.d010.s040.t009,last,ADJ,last%5:00:00:past:00,last#a#5,100
d011.s014,he tramped out of the miners rest with his hopes plummeting and headed doggedly for the palace saloon the last place of any consequence on this side of the street,17,semcor.d011.s014.t007,last,ADJ,last%5:00:00:ultimate:00,last#a#5,100
d011.s137,cursing himself for having ridden out the last few days without a rifle in his saddle boot russ drew his colt and examined it briefly,7,semcor.d011.s137.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d012.s078,for example there are persons who are in physical science in the field of mineralogy trained in crystallography who use only x-rays applying only the powder technique of x-ray diffraction to clay minerals only and who have spent the last fifteen years concentrating on the montmorillonites or persons in the social sciences in the field of anthropology studying the lung capacity of seven andean indians,35,semcor.d012.s078.t020,last,ADJ,last%5:00:00:past:00,last#a#5,100
d017.s016,i certainly was not at the dumont last night and my husband could n&apos;t have been,7,semcor.d017.s016.t004,last,ADJ,last%5:00:00:past:00,last#a#5,100
d025.s000,not since last night,2,semcor.d025.s000.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d025.s104,before leaving he took one last lingering look at the apartment,5,semcor.d025.s104.t003,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d025.s123,the dentist last night for instance,2,semcor.d025.s123.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d027.s040,this last point is important because if high school pupils are aware that few if any graduates who have chosen a certain vocational program have obtained a job as a consequence of the training the whole idea of relevance disappears,1,semcor.d027.s040.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d031.s051,the desire to contrast the first parts of words which are alike in their last components produces an exceptional disregard of the normal patterns of stress of chinese and japanese,14,semcor.d031.s051.t006,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d036.s000,marketing in the new decade will be no picnic for the sixties will present possibly the most intense competitive activity that you have experienced in the last 20 25 yr.,26,semcor.d036.s000.t013,last,ADJ,last%5:00:00:past:00,last#a#5,100
d038.s103,even as the conviction of truth roared through him shattering his last hope of safety he was reaching to release the hand brake to head up the road for home doing her bidding,11,semcor.d038.s103.t005,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d040.s001,the safe is a repository for three dead flashlight batteries a hundred and fifty unused left-hand fingerprint cards a stack of unsold policemen&apos;s ball tickets from last year and thirty-seven cents in coins and stamps,25,semcor.d040.s001.t014,last,ADJ,last%5:00:00:past:00,last#a#5,100
d042.s066,the aspect of learning the internal organization of obvious natural genetic groups of languages as well as their more remote and elusive external links of classification first with elapsed age merely a by-product of acquiring evidential knowledge of what happened in athabascan in yokuts in uto-aztecan in the last few thousand years as well as forecasting what more anciently may have happened between them,47,semcor.d042.s066.t026,last,ADJ,last%5:00:00:past:00,last#a#5,100
d043.s058,one of the obvious conclusions we can make on the basis of the last election i suppose is that we the majority were dissatisfied with eisenhower conservatism,13,semcor.d043.s058.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d043.s062,i will mention two volumes of specific comment on this malaise that appeared last year,13,semcor.d043.s062.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100
d044.s025,further increases arise from the civilian employee health program enacted by the congress last year,13,semcor.d044.s025.t008,last,ADJ,last%5:00:00:past:00,last#a#5,100
d044.s046,the last few years have witnessed what have been perhaps the most rapid advances in military technology in history,1,semcor.d044.s046.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d044.s050,thus in the last few years a number of programs which looked very promising at the time their development was commenced have since been completely eliminated,3,semcor.d044.s050.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d047.s001,by an effort of historical sympathy we can cast our minds back into the art of a remote past or an alien present and enjoy the carvings of cavemen and japanese colour prints but the possibility of this effort is bound up with that development of historical thought which is the greatest achievement of our civilization in the last two centuries and it is utterly impossible to people in whom this development has not taken place,57,semcor.d047.s001.t027,last,ADJ,last%5:00:00:past:00,last#a#5,100
d054.s041,since the magnitude of the plan made secrecy impossible once the wheels had began to turn persons controlling german industries social institutions and armed forces became through their anti-semitism or their tolerance of it conscious accomplices of hitler &apos;s crimes whether in the last degree or a lesser one was a matter to be determined individually,42,semcor.d054.s041.t022,last,ADJ,last%5:00:00:high:02,last#a#5,100
d055.s042,each cell except the last in the chain also contains the address of the y-cell that is the next element of the chain the absence of such a link in the last cell indicates the end of the chain,4,semcor.d055.s042.t001,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d055.s042,each cell except the last in the chain also contains the address of the y-cell that is the next element of the chain the absence of such a link in the last cell indicates the end of the chain,31,semcor.d055.s042.t012,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d055.s050,the number of dictionary forms skipped since the last one matched is also saved,8,semcor.d055.s050.t004,last,ADJ,last%5:00:00:past:00,last#a#5,100
d059.s008,these incidents typical of many others dramatize the distressing fact that no controversy during the last several decades has caused more tension rancor and strife among religious groups in this country than the birth-control issue,15,semcor.d059.s008.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100
d061.s003,bursting from the lips of a charging cavalry trooper was the last sound heard on this earth by untold numbers of cheyennes sioux and apaches mexican banditos under pancho villa japanese in the south pacific and chinese and north korean communists in korea,11,semcor.d061.s003.t006,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d061.s044,for marvin goulding like giovanni martini the bugler boy who carried custer &apos;s last message or margarito lopez the one-man army on leyte was a garryowen through and through,11,semcor.d061.s044.t006,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d065.s018,i &apos;ve been after her for years &apos;&apos; needham said but i &apos;ve never been able to get anywhere until the last few days &apos;&apos;,21,semcor.d065.s018.t006,last,ADJ,last%5:00:00:past:00,last#a#5,100
d066.s083,to use these new ways in daily life is the last step,10,semcor.d066.s083.t005,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d071.s046,cuban s. s. r. whatever may have been the setbacks resulting from the unsuccessful attempt of the cuban rebels to establish a beachhead on the castro held mainland last week there was at least one positive benefit and that was the clear-cut revelation to the whole world of the complete conversion of cuba into a russian dominated military base,26,semcor.d071.s046.t013,last,ADJ,last%5:00:00:past:00,last#a#5,100
d071.s051,but the latin american republics who have been rather inclined to drag their feet on taking action against castro also reacted swiftly last week by finally throwing cuba off the inter-american defense board,21,semcor.d071.s051.t011,last,ADJ,last%5:00:00:past:00,last#a#5,100
d073.s022,for each state except puerto rico guam the virgin islands and prior to 1962 alaska and hawaii determine average per capita income based on the last three years,22,semcor.d073.s022.t011,last,ADJ,last%5:00:00:past:00,last#a#5,100
d073.s024,determine the average per capita income for the u. s. based on the last three years,11,semcor.d073.s024.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d073.s064,for each state except the virgin islands guam puerto rico and prior to 1962 alaska and hawaii determine the average per capita income for the last three years,22,semcor.d073.s064.t011,last,ADJ,last%5:00:00:past:00,last#a#5,100
d073.s066,determine the average per capita income for the united states for the last three years,10,semcor.d073.s066.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d084.s050,seems to me last time i was here the grate bellowed out smoke as it might have been preparing us for hell &apos;&apos;,3,semcor.d084.s050.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d084.s132,but the liaison successfully started in the last days of autumn was now languishing,7,semcor.d084.s132.t003,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d085.s004,mostly the scene was crowded with mourners such as the dramatic dell&apos;arca lamentation in bologna where the grief-stricken spectators had usurped mary &apos;s last poignant moment,23,semcor.d085.s004.t011,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d096.s009,offer her a cup of tea and she would say why these cups look just like a set i gave to the salvation army last year &apos;&apos;,23,semcor.d096.s009.t010,last,ADJ,last%5:00:00:past:00,last#a#5,100
d096.s049,nobody does but they gave me ten last year &apos;&apos;,7,semcor.d096.s049.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d098.s009,another woman addressing christmas cards said to her husband we sent them one last year but they did n&apos;t send us one so they probably won&apos;t send us one this year because they &apos;ll think we won&apos;t send them one because they did n&apos;t last year do n&apos;t you think or shall we &apos;&apos;,12,semcor.d098.s009.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100
d098.s009,another woman addressing christmas cards said to her husband we sent them one last year but they did n&apos;t send us one so they probably won&apos;t send us one this year because they &apos;ll think we won&apos;t send them one because they did n&apos;t last year do n&apos;t you think or shall we &apos;&apos;,43,semcor.d098.s009.t015,last,ADJ,last%5:00:00:past:00,last#a#5,100
d098.s013,i wrote bill in my last letter to forget that i had told him that i did n&apos;t mean to reconsider my decision not to change my mind and he seems to have misunderstood me &apos;&apos;,5,semcor.d098.s013.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d098.s016,mr. jones you may recall that we printed last week your denial of having retracted the contradiction of your original statement,7,semcor.d098.s016.t003,last,ADJ,last%5:00:00:past:00,last#a#5,100
d098.s023,senator &apos;&apos; said an interviewer your constituents can n&apos;t understand from your speech last night just how you stand on the question &apos;&apos;,13,semcor.d098.s023.t006,last,ADJ,last%5:00:00:past:00,last#a#5,100
d098.s051,a weekly newspaper reported a local romance and the couple were married last saturday thus ending a friendship which began in their schooldays &apos;&apos;,12,semcor.d098.s051.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d098.s063,while henry morgan was escorting miss vera green from the church social last saturday night a savage dog attacked them and bit mr. morgan on the public square &apos;&apos;,9,semcor.d098.s063.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d098.s094,an old-fashioned mother said to her modern daughter you must have gotten in quite late last night dear,14,semcor.d098.s094.t008,last,ADJ,last%5:00:00:past:00,last#a#5,100
d101.s019,the angriest young man in newport last night was at the playhouse where epitaph for george dillon &apos;&apos; opened as the jazz festival closed,5,semcor.d101.s019.t003,last,ADJ,last%5:00:00:past:00,last#a#5,100
d101.s041,everybody fell in love with amy again last night at the warwick musical theater and shelley berman was to blame,5,semcor.d101.s041.t003,last,ADJ,last%5:00:00:past:00,last#a#5,100
d101.s043,so the audience last night was all ears and eyes just after act 2 got a rousing opening chorus where&apos;s charley &apos;&apos;,3,semcor.d101.s043.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d101.s061,the company which performed the pulitzer prize musical here last night and will repeat it twice today is full of bounce the politicians are in fine voice the chorines evoke happy memories and the little flower rides to break a lance again,9,semcor.d101.s061.t004,last,ADJ,last%5:00:00:past:00,last#a#5,100
d102.s007,i came to england last summer to do research on the unpublished letters of cardinal newman,4,semcor.d102.s007.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d102.s030,an amazing article in the manchester guardian of last november entitled fate of redundant churches &apos;&apos; states than an archbishops &apos; commission reported last month that in the church of england alone there are 790 churches which are redundant now or will be in 20 years &apos; time,8,semcor.d102.s030.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d102.s030,an amazing article in the manchester guardian of last november entitled fate of redundant churches &apos;&apos; states than an archbishops &apos; commission reported last month that in the church of england alone there are 790 churches which are redundant now or will be in 20 years &apos; time,23,semcor.d102.s030.t012,last,ADJ,last%5:00:00:past:00,last#a#5,100
d102.s032,and in the last five years the methodist chapel committee has authorized the demolition or more often the sale of 764 chapels &apos;&apos;,3,semcor.d102.s032.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d102.s042,the london universe devoted its centenary issue last december 8 to mapping out various aspects of catholic progress during the last one hundred years,7,semcor.d102.s042.t003,last,ADJ,last%5:00:00:past:00,last#a#5,100
d102.s042,the london universe devoted its centenary issue last december 8 to mapping out various aspects of catholic progress during the last one hundred years,19,semcor.d102.s042.t011,last,ADJ,last%5:00:00:past:00,last#a#5,100
d102.s073,of course the crowning event that has dramatically upset the traditional pattern of english religious history was the friendly visit paid by dr. fisher then anglican archbishop of canterbury to the vatican last december,30,semcor.d102.s073.t019,last,ADJ,last%5:00:00:past:00,last#a#5,100
d103.s006,fetch me the copies of everything b and c companies have requisitioned in the last six months,14,semcor.d103.s006.t004,last,ADJ,last%5:00:00:past:00,last#a#5,100
d103.s007,the last six months sir,1,semcor.d103.s007.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d103.s031,the man had come floundering aboard the flat-bottomed barge at the last instant brandishing the flag of truce,11,semcor.d103.s031.t005,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d111.s004,he had lived for almost thirty years in this same stone farmhouse with the same wife a remarkably childish thing in itself he rose at half past six every morning made himself some french coffee had his corn flakes and more coffee smoked four cigarettes while reading last sunday &apos;s herald tribune and yesterday &apos;s pittsburgh gazette then put on his high-topped farmer &apos;s shoes and walked under a vine bower to his workshop,46,semcor.d111.s004.t027,last,ADJ,last%5:00:00:past:00,last#a#5,100
d112.s010,nor is it an accident that baseball growing into the national game in the last 75 years has become a microcosm of american life that learned societies such as the american folklore society and the american historical association were founded in the 1880&apos;s or that courses in american literature american civilization american anything have swept our school and college curricula,14,semcor.d112.s010.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d112.s024,therefore the scholar as he looks at our national folklore of the last 60 years will be mindful of two facts,11,semcor.d112.s024.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d114.s035,modern man as dietrich bonhoeffer has told us has come of age &apos;&apos; and though this process by no means represents an unambiguous gain and is in fact marked by the estrangement from the depths that seems to be the cost of human maturation it is still a positive step forward and those of us who so richly benefit from it should be the last to despise it,58,semcor.d114.s035.t026,last,ADJ,last%5:00:00:unlikely:00,last#a#5,100
d114.s039,it is to this same tradition that most of the creative figures in the last century and a half of american theology also belong,14,semcor.d114.s039.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d115.s072,in the last few years the application of chromatographic and other modern techniques to the problem of isolating tsh has led to further purification bates and condliffe 1960 pierce carsten and wynston 1960,2,semcor.d115.s072.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d116.s100,we &apos;re here because of what happened last night &apos;&apos; he said,7,semcor.d116.s100.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d117.s080,the wraith-like events of the last few days flooded david &apos;s mind and he rubbed his unshaved chin and felt again the ache in his kidneys caused by his saddle odyssey from boston,5,semcor.d117.s080.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d117.s087,he found tepid water in a pitcher and a last bit of soap and he lathered his face and stood stropping the razor on his broad leather belt its buckle held firm by a knob of the bedpost,9,semcor.d117.s087.t004,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d120.s002,he succeeds buck shaw who retired at the end of last season,9,semcor.d120.s002.t004,last,ADJ,last%5:00:00:past:00,last#a#5,100
d120.s008,van brocklin the quarterback who led the eagles to the title was signed by the vikings last wednesday,15,semcor.d120.s008.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100
d120.s053,palmer golf &apos;s leading money winner in 1960 and snead will be saluted as the winning team in the canada cup matches last june in dublin,22,semcor.d120.s053.t010,last,ADJ,last%5:00:00:past:00,last#a#5,100
d120.s060,he was heralded as sportsman of the year &apos;&apos; by sports illustrated and last night was acclaimed in rochester as the professional athlete of the year &apos;&apos; a distinction that earned for him the 10000 diamond studded hickok belt,13,semcor.d120.s060.t003,last,ADJ,last%5:00:00:past:00,last#a#5,100
d120.s068,the world &apos;s best golfer shooting below par came to the last hole of the opening round of the los angeles open with every intention of delivering a final crusher,11,semcor.d120.s068.t005,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d120.s091,his first shot in the open last year landed in a brook that flowed along the right side of the fairway,6,semcor.d120.s091.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d121.s173,that girl last night what was her name,2,semcor.d121.s173.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d122.s063,the clock you heard strike it &apos;s really the town clock was installed last april by mrs. shorter on her birthday &apos;&apos;,13,semcor.d122.s063.t008,last,ADJ,last%5:00:00:past:00,last#a#5,100
d122.s099,he made a will and last testament before we left paterson,5,semcor.d122.s099.t002,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d122.s169,ludie had a cigar box full of marbles and shooters and a roman candle from last fourth of july,13,semcor.d122.s169.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100
d124.s068,this was no man&apos;s land disputed by the haijac union and the israeli republic a potential source of war for the last two hundred years,17,semcor.d124.s068.t008,last,ADJ,last%5:00:00:past:00,last#a#5,100
d125.s005,he ran his string of successful conversions this season to 13 straight before one went astray last saturday night in the 41 8 slaughter of washington state,16,semcor.d125.s005.t009,last,ADJ,last%5:00:00:past:00,last#a#5,100
d125.s016,i never did miss one in a playoff game i kicked about 20 in the five playoff games my last two years &apos;&apos;,17,semcor.d125.s016.t008,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d125.s021,but he was scholastically ineligible in 1959 and merely present last season,10,semcor.d125.s021.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100
d125.s033,last week when royal was informed that three longhorns were among the conference &apos;s top four in rushing he said that won&apos;t last long &apos;&apos;,0,semcor.d125.s033.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d125.s072,the texas aggies got a day off monday a special gift from coach jim myers for its conference victory last saturday night but myers announced that halfback george hargett shaken up in the tech game would not play against trinity saturday,16,semcor.d125.s072.t010,last,ADJ,last%5:00:00:past:00,last#a#5,100
d125.s092,the early southwest conference football leaders texas arkansas and texas a+m made a big dent in the statistics last week,16,semcor.d125.s092.t011,last,ADJ,last%5:00:00:past:00,last#a#5,100
d126.s013,hartman purchased by the a &apos;s from the milwaukee braves last fall allowed no hits in his scoreless three inning appearance and merited the triumph,9,semcor.d126.s013.t003,last,ADJ,last%5:00:00:past:00,last#a#5,100
d126.s014,keegan a 6 foot 3 inch 158 pounder gave up the orioles &apos; last two safeties over the final three frames escaping a load of trouble in the ninth when the birds threatened but failed to tally,12,semcor.d126.s014.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100
d126.s036,the 6 foot 3 inch hansen checked in close to 200 pounds 15 pounds lighter than his reporting weight last spring,16,semcor.d126.s036.t012,last,ADJ,last%5:00:00:past:00,last#a#5,100
d126.s040,the rangy albany cal. native a surprise slugging sensation for the flock last year as well as a defensive whiz set improved fielding &apos;&apos; as his 1961 goal,12,semcor.d126.s040.t008,last,ADJ,last%5:00:00:past:00,last#a#5,100
d126.s044,ryne duren and roland sheldon a rookie righthander who posted a 15 1 record last year for the yanks &apos; auburn n.y. farm club of the class d new york-pennsylvania league are the probable rival pitchers,12,semcor.d126.s044.t006,last,ADJ,last%5:00:00:past:00,last#a#5,100
d126.s049,the 22 year old southpaw enlisted earlier last fall than did hansen,7,semcor.d126.s049.t006,last,ADJ,last%5:00:00:past:00,last#a#5,100
d126.s077,waters injured his left knee in the last game of the 1960 season,7,semcor.d126.s077.t004,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d134.s011,the last thing in the world that resembled a war was our line of farmers and storekeepers and mechanics perched on top of a stone wall and this dashing rider made us feel a good deal sharper and more alert to the situation,1,semcor.d134.s011.t000,last,ADJ,last%5:00:00:unlikely:00,last#a#5,100
d135.s006,an unusual if not extraordinary rendering of the classic myth that involves the rescue of prometheus from the rock by the u.s. cavalry was given last week in the warehouse of the albany leather conduit company amid cheers of hubba hubba &apos;&apos; and yalagaloo pip pip &apos;&apos;,24,semcor.d135.s006.t011,last,ADJ,last%5:00:00:past:00,last#a#5,100
d135.s036,for the last two years this frontier of the arts has produced a number of so-called non dramas &apos;&apos; which have left indelible bittersweet impressions on the psyche of this veteran theatregoer,2,semcor.d135.s036.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d137.s015,he also complained that not enough notice was given on the hearing since the bill was introduced only last monday,18,semcor.d137.s015.t010,last,ADJ,last%5:00:00:past:00,last#a#5,100
d140.s088,she remembered mcclellan &apos;s last proclamation as she hurried fearfully down the stairs,4,semcor.d140.s088.t002,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d148.s000,the controversy of the last few years over whether architects or interior designers should plan the interiors of modern buildings has brought clearly into focus one important difference of opinion,4,semcor.d148.s000.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d148.s075,indeed it has only been a matter of the last few years that reputable schools of art have granted degrees at all,9,semcor.d148.s075.t003,last,ADJ,last%5:00:00:past:00,last#a#5,100
d151.s007,but it has been during the last two centuries during the scientific revolution that our independence from the physical environment has made the most rapid strides,6,semcor.d151.s007.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d153.s070,the events of the last quarter of an hour mysterious to any bird accustomed only to the predictable life of coop and barnyard had overcome the doctor &apos;s hen and she gave out a series of cackly wails perhaps mourning her nest but briefly enjoyed,4,semcor.d153.s070.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d165.s060,when we repeat the remark that such suffering was a bad thing the feeling with which we made it last week may be at or near the vanishing point but if we were asked whether we meant to say what we did before we should certainly answer yes,19,semcor.d165.s060.t008,last,ADJ,last%5:00:00:past:00,last#a#5,100
d166.s051,she has since turned to bellini whose opera beatrice di tenda &apos;&apos; in a concert version with the american opera society introduced her to new york last season,23,semcor.d166.s051.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100
d173.s052,piepsam &apos;s fatal rage arises not only because he cannot stop the cyclist but also because god will not stop him as piepsam says to the crowd in his last moments his justice is not of this world &apos;&apos;,29,semcor.d173.s052.t013,last,ADJ,last%5:00:00:dying:00,last#a#5,100
d174.s037,and once bake slipped in pale and drawn last night &apos;s liquor still on his breath with some of today &apos;s added to it,8,semcor.d174.s037.t006,last,ADJ,last%5:00:00:past:00,last#a#5,100
d174.s049,it was not a hostile gathering but andy sensed the difference from last night &apos;s hero-worshippers,12,semcor.d174.s049.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100
d177.s000,it was not as though she noted clearly that her nephews had not been to see her for ten years not since their last journey eastward to witness their uncle izaak being lowered into the rocky soil that aside from due notification of certain major events in their lives two marriages two births one divorce christmas and easter cards of the traditional sort had been the only thin link she had with them through the widowed years,23,semcor.d177.s000.t009,last,ADJ,last%5:00:00:past:00,last#a#5,100
d177.s041,she was the last living of the older generation,3,semcor.d177.s041.t001,last,ADJ,last%5:00:00:closing:00,last#a#5,100
d177.s093,he turned from the flying trees to look ahead and saw with an inward boy &apos;s eye again the great fieldstone house which built on one of the many acres of ancestral land bordering the west harbor had been izaak &apos;s bride-gift to his cousin wife as the last century ended,48,semcor.d177.s093.t025,last,ADJ,last%5:00:00:past:00,last#a#5,100
d178.s009,there &apos;s gaetan d&apos;amours who is our newest mr. canada jean-paul senesac whose story appeared here two issues ago jack boissoneault who was with us last month charles harve who recently won the most muscular man &apos;&apos; subdivision award in the mr. canada event and a host of others,21,semcor.d178.s009.t013,last,ADJ,last%5:00:00:past:00,last#a#5,100
d180.s086,the last couple of years the bears management got the business from the living room athletic club &apos;&apos; when games were cut off,1,semcor.d180.s086.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d180.s091,you would be surprised how many fans purposely stayed away from bears stadium last year because of the television policy,12,semcor.d180.s091.t008,last,ADJ,last%5:00:00:past:00,last#a#5,100
d184.s013,the progress of science over these last few centuries and the gradual replacement of biblical by scientific categories of reality have to a large extent emptied the spirit world of the entities which previously populated it,6,semcor.d184.s013.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d185.s002,the pirates showed they could outclass the field last year,8,semcor.d185.s002.t004,last,ADJ,last%5:00:00:past:00,last#a#5,100
d185.s030,perhaps the pirate who will be the unhappiest over the news that musial probably will sit out most of the series is bob friend who was beaten by the man twice last season on dramatic home runs,28,semcor.d185.s030.t015,last,ADJ,last%5:00:00:past:00,last#a#5,100
d185.s035,the pirates jumped off to an 11 3 start by may 1 last year when the redbirds as well as the dodgers held them even over the season,11,semcor.d185.s035.t004,last,ADJ,last%5:00:00:past:00,last#a#5,100
d185.s036,on last may 1 the cardinals stood at 7 6 ending a two season fall-off on that milestone,1,semcor.d185.s036.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100
d185.s042,then last season the birds tumbled as low as 11 18 on may 19 before recovering to make a race of it and total 86 victories,1,semcor.d185.s042.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d185.s046,they honored the battling billikens last night,5,semcor.d185.s046.t003,last,ADJ,last%5:00:00:past:00,last#a#5,100
d185.s071,larry scherer last night pitched a no-hit game said to be the first in billiken baseball history as the blue and white beat southeast missouri state college 5 1 at crystal city,1,semcor.d185.s071.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100
d185.s073,the tie was against southeast missouri last friday,5,semcor.d185.s073.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100
d002.s077,the great crushing ice masses coming into view made him sound like the voice of pure reason,10,semcor.d002.s077.t007,sound,VERB,sound%2:39:06::,sound#v#2,100
d038.s018,you sound like an old woman,1,semcor.d038.s018.t000,sound,VERB,sound%2:39:06::,sound#v#2,100
d068.s002,moriarty &apos;&apos; my driver suddenly exclaimed with something so definite so final in his tone i once more repeated the absurdity mustering all my latent powers of hypocrisy to sound convinced,28,semcor.d068.s002.t016,sound,VERB,sound%2:39:06::,sound#v#2,100
