sent_id,sent,word_num,un_id,lemma,pos_tag,sense_key,sense_number,hom_type,hom_id,bert_sent
d091.s012,mickie had a pleasant glow as he said you see both of them i mean the president and jeff lawrence are romantics,14,semcor.d091.s012.t006,mean,VERB,mean%2:31:01::,mean#v#2,100,mean#v#2#100,glow as he said you see both of them i mean the president and jeff lawrence are romantics
d098.s013,i wrote bill in my last letter to forget that i had told him that i did n&apos;t mean to reconsider my decision not to change my mind and he seems to have misunderstood me &apos;&apos;,18,semcor.d098.s013.t006,mean,VERB,mean%2:31:00::,mean#v#2,100,mean#v#2#100,forget that i had told him that i did n&apos;t mean to reconsider my decision not to change my mind
d098.s125,he thought a moment then inquired you mean petted &apos;&apos;,7,semcor.d098.s125.t004,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,he thought a moment then inquired you mean petted &apos;&apos;
d112.s028,it has come to mean myths legends tales songs proverbs riddles superstitions rhymes and such literary forms of expression,4,semcor.d112.s028.t001,mean,VERB,mean%2:32:03::,mean#v#2,100,mean#v#2#100,it has come to mean myths legends tales songs proverbs riddles superstitions rhymes and
d114.s001,this does not mean that mythological language as such can no longer be used in theology and preaching,3,semcor.d114.s001.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,this does not mean that mythological language as such can no longer be
d114.s004,when we say that a mythological mode of thought must be completely abandoned we mean it must be abandoned as the sole or proper means for presenting the christian understanding of existence,14,semcor.d114.s004.t006,mean,VERB,mean%2:31:01::,mean#v#2,100,mean#v#2#100,a mythological mode of thought must be completely abandoned we mean it must be abandoned as the sole or proper
d114.s031,this is what we mean when we say this demand must be accepted without condition,4,semcor.d114.s031.t001,mean,VERB,mean%2:31:01::,mean#v#2,100,mean#v#2#100,this is what we mean when we say this demand must be accepted without
d124.s033,though that does not mean that there may not be such records there,4,semcor.d124.s033.t001,mean,VERB,mean%2:32:03::,mean#v#2,100,mean#v#2#100,though that does not mean that there may not be such records there
d130.s123,yet even that explosion did not mean much,6,semcor.d130.s123.t003,mean,VERB,mean%2:32:03::,mean#v#2,100,mean#v#2#100,yet even that explosion did not mean much
d131.s016,before deriving this formula we explain what we mean by problems of this kind &apos;&apos;,8,semcor.d131.s016.t003,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,before deriving this formula we explain what we mean by problems of this kind &apos;&apos;
d132.s029,he does not mean to say that adam lost the similitude of god and his immortality through the fall for he was created not exactly immortal nor yet exactly mortal but capable of immortality as well as of mortality,3,semcor.d132.s029.t001,mean,VERB,mean%2:31:00::,mean#v#2,100,mean#v#2#100,he does not mean to say that adam lost the similitude of god
d132.s062,they speak of the work of christ as the bestowal of incorruptibility which can mean though it does not have to mean deliverance from time and history,14,semcor.d132.s062.t005,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,work of christ as the bestowal of incorruptibility which can mean though it does not have to mean deliverance from
d132.s062,they speak of the work of christ as the bestowal of incorruptibility which can mean though it does not have to mean deliverance from time and history,21,semcor.d132.s062.t007,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,incorruptibility which can mean though it does not have to mean deliverance from time and history
d141.s038,i do n&apos;t mean miss ada,3,semcor.d141.s038.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i do n&apos;t mean miss ada
d141.s040,i mean our children &apos;&apos;,1,semcor.d141.s040.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i mean our children &apos;&apos;
d141.s141,you mean picture of me &apos;&apos;,1,semcor.d141.s141.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,you mean picture of me &apos;&apos;
d143.s040,i know what you mean &apos;&apos; moreland sighed,4,semcor.d143.s040.t001,mean,VERB,mean%2:31:01::,mean#v#2,100,mean#v#2#100,i know what you mean &apos;&apos; moreland sighed
d149.s124,and for him to leave this job now without accomplishing anything would mean practically the end of his career in the methodist church if not in all churches,12,semcor.d149.s124.t004,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,him to leave this job now without accomplishing anything would mean practically the end of his career in the methodist
d156.s046,this would mean it can readily be seen that again for each new visual experience the tracing motions would have to be repeated because of the absence of visual imagery,2,semcor.d156.s046.t000,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,this would mean it can readily be seen that again for each
d162.s059,but my people martians i mean i now grok you are my people teach plants another way,5,semcor.d162.s059.t002,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,but my people martians i mean i now grok you are my people teach plants
d162.s088,is that i mean &apos; do you know &apos;&apos; &apos;,3,semcor.d162.s088.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,is that i mean &apos; do you know &apos;&apos; &apos;
d162.s132,you mean this punk can brush me aside and i &apos;ve got to hold still for it &apos;&apos;,1,semcor.d162.s132.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,you mean this punk can brush me aside and i &apos;ve
d165.s011,the theory claims to show by analysis that when we say that is good &apos;&apos; we do not mean to assert a character of the subject of which we are thinking,18,semcor.d165.s011.t008,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,when we say that is good &apos;&apos; we do not mean to assert a character of the subject of which
d165.s012,i shall argue that we do mean to do just that,6,semcor.d165.s012.t001,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i shall argue that we do mean to do just that
d165.s021,i hold on the contrary that we mean to assert something of the pain itself namely that it was bad bad when and as it occurred,5,semcor.d165.s021.t002,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i hold on the contrary that we mean to assert something of the pain itself
d165.s036,it ideally removes the past event and shows that this would render false what we mean to say whereas on positivist grounds it should not,15,semcor.d165.s036.t007,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,event and shows that this would render false what we mean to say whereas on positivist grounds it should not
d165.s044,if we did not mean to say this why should we be so relieved on finding that the suffering had not occurred,4,semcor.d165.s044.t001,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,if we did not mean to say this why should we be so relieved
d177.s081,she &apos;s probably getting old crotchety i mean and we figured uh-uh better not,7,semcor.d177.s081.t004,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,she &apos;s probably getting old crotchety i mean and we figured uh-uh better not
d183.s125,i mean do you feel like seeing kate &apos;&apos;,1,semcor.d183.s125.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i mean do you feel like seeing kate &apos;&apos;
d187.s078,it can mean the difference between participation and inaction spiritual growth and decay,2,semcor.d187.s078.t000,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,it can mean the difference between participation and inaction spiritual growth and
d193.s059,on the other hand significant facts may be concealed she may mean i or everybody as it did with the tense and irritable woman mentioned before may refer to a specific person,11,semcor.d193.s059.t001,mean,VERB,mean%2:32:03::,mean#v#2,100,mean#v#2#100,the other hand significant facts may be concealed she may mean i or everybody as it did with the tense
d200.s037,the fact that the deerstalker and the jet were the only completely new designs this year does n&apos;t mean that 1961 did n&apos;t see changes in models actions and calibers,18,semcor.d200.s037.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,were the only completely new designs this year does n&apos;t mean that 1961 did n&apos;t see changes in models actions
d202.s093,it should be emphasized strongly that adjustments in fiscal dates or adoption of interim budgets do not necessarily mean financing over and above normal governmental requirements,18,semcor.d202.s093.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,fiscal dates or adoption of interim budgets do not necessarily mean financing over and above normal governmental requirements
d209.s107,unless we send out the whole pie their pieces mean nothing &apos;&apos;,8,semcor.d209.s107.t001,mean,VERB,mean%2:42:03::,mean#v#2,100,mean#v#2#100,unless we send out the whole pie their pieces mean nothing &apos;&apos;
d217.s027,i do n&apos;t mean a few aesthetes who play about with sensations like a young prince in a miniature dabbling his hand in a pool,3,semcor.d217.s027.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i do n&apos;t mean a few aesthetes who play about with sensations like
d218.s072,our most immediate goal is to increase public awareness of the movement &apos;&apos; he indicated and to tell them what this will mean for the town &apos;&apos;,22,semcor.d218.s072.t004,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,&apos;&apos; he indicated and to tell them what this will mean for the town &apos;&apos;
d222.s007,judge parsons leaned over the bench and inquired you mean some of the defendants made statements admitting this &apos;&apos;,9,semcor.d222.s007.t002,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,judge parsons leaned over the bench and inquired you mean some of the defendants made statements admitting this &apos;&apos;
d226.s068,you mean a game with cards &apos;&apos;,1,semcor.d226.s068.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,you mean a game with cards &apos;&apos;
d226.s085,i mean we know the order in which things happen but we have no clocks and nobody cares enough to count days or to make calendars and there &apos;s not much climate here so none of us know how long anything takes,1,semcor.d226.s085.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i mean we know the order in which things happen but
d227.s039,but let us not be mistaken about confucian virtue &apos;&apos; this was not virtue as we understand the word today and it did not mean an abandonment of the belief in magic manipulation,24,semcor.d227.s039.t002,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,as we understand the word today and it did not mean an abandonment of the belief in magic manipulation
d230.s035,they all mean well have great promises to make when they are about to go home but drinking is their sickness,2,semcor.d230.s035.t000,mean,VERB,mean%2:31:00::,mean#v#2,100,mean#v#2#100,they all mean well have great promises to make when they are
d230.s044,that &apos;s what i mean about you anderson &apos;&apos; she said,4,semcor.d230.s044.t001,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,that &apos;s what i mean about you anderson &apos;&apos; she said
d230.s070,i &apos;ll bet he would n&apos;t be pleased if a rumdum like me were to ask his daughter for a date i mean after i &apos;m out of the hospital a month or so from now &apos;&apos;,22,semcor.d230.s070.t003,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,me were to ask his daughter for a date i mean after i &apos;m out of the hospital a month
d234.s138,what does it mean to be creative a term we hear with increasing frequency these days,3,semcor.d234.s138.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,what does it mean to be creative a term we hear with increasing
d236.s003,at the rate of need indicated in the early weeks of the month this could mean a shortage of as high as 17000,15,semcor.d236.s003.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,indicated in the early weeks of the month this could mean a shortage of as high as 17000
d243.s066,those names mean anything to you &apos;&apos;,2,semcor.d243.s066.t000,mean,VERB,mean%2:32:03::,mean#v#2,100,mean#v#2#100,those names mean anything to you &apos;&apos;
d246.s011,mitchell said the closeness of the outcome in last fall &apos;s presidential election did not mean that eisenhower republicanism was a dead issue,15,semcor.d246.s011.t001,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,the outcome in last fall &apos;s presidential election did not mean that eisenhower republicanism was a dead issue
d247.s029,their president jefferson davis interpreted their constitution to mean that it admits of no coerced association &apos;&apos; but this remained so doubtful that there were frequent demands that the right to secede be put into the constitution &apos;&apos;,8,semcor.d247.s029.t001,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,their president jefferson davis interpreted their constitution to mean that it admits of no coerced association &apos;&apos; but
d248.s026,however this does not mean that a child &apos;s teeth or jaws must necessarily resemble those of someone in his family,4,semcor.d248.s026.t000,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,however this does not mean that a child &apos;s teeth or jaws must necessarily
d253.s061,and this would mean that we live in a mechanistic universe governed by the laws of cause and effect bound in chains of determinism that hold the universe on a completely predetermined course in which there is not room for soul or spirit or human freedom,3,semcor.d253.s061.t000,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,and this would mean that we live in a mechanistic universe governed by
d259.s058,recognizing the truth of the statement by the institute of public administration that metropolian planning in rhode island means or should mean state planning &apos;&apos; the state guide plan will take into account the metropolitan nature of many of rhode island &apos;s problems,18,semcor.d259.s058.t001,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,institute of public administration that metropolian planning in rhode island means or should mean state planning &apos;&apos; the state guide
d259.s058,recognizing the truth of the statement by the institute of public administration that metropolian planning in rhode island means or should mean state planning &apos;&apos; the state guide plan will take into account the metropolitan nature of many of rhode island &apos;s problems,21,semcor.d259.s058.t002,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,administration that metropolian planning in rhode island means or should mean state planning &apos;&apos; the state guide plan will take
d261.s043,mr. kennedy was less troubled by that possibility than by the belief that a geneva breakdown or even continued stalemate would mean an unchecked spread of nuclear weapons to other countries as well as a fatal blow to any hope for disarmament,21,semcor.d261.s043.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,belief that a geneva breakdown or even continued stalemate would mean an unchecked spread of nuclear weapons to other countries
d262.s042,writers openly admit that the negro is easier to write than the white man but they obviously mean by this not a negro personality but a negro type,17,semcor.d262.s042.t003,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,easier to write than the white man but they obviously mean by this not a negro personality but a negro
d263.s084,i mean &apos;&apos; i went on ruthlessly when he &apos;s not talking about you or himself or the wonders of love is he interesting,1,semcor.d263.s084.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i mean &apos;&apos; i went on ruthlessly when he &apos;s not
d266.s012,but he hastened to add that if united states policies were not always clear despite mr. rusk &apos;s analysis of the various global danger points and setbacks for the west this may merely mean the new administration has not yet firmly fixed its policy,33,semcor.d266.s012.t003,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,danger points and setbacks for the west this may merely mean the new administration has not yet firmly fixed its
d269.s086,you mean you &apos;re all alone mr. richards &apos;&apos;,1,semcor.d269.s086.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,you mean you &apos;re all alone mr. richards &apos;&apos;
d272.s011,let us prepare for peace instead of for a war which would mean the end of civilization,11,semcor.d272.s011.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,us prepare for peace instead of for a war which would mean the end of civilization
d273.s014,this did not mean that married students could not enroll in other mixed &apos;&apos; sections and some of them largely because of scheduling difficulties did,3,semcor.d273.s014.t000,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,this did not mean that married students could not enroll in other mixed
d278.s016,they could be used to attack a nation &apos;s people which would inevitably mean the loss of the attacker &apos;s own people or they could be used with discrimination to destroy the enemy &apos;s military force,13,semcor.d278.s016.t002,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,used to attack a nation &apos;s people which would inevitably mean the loss of the attacker &apos;s own people or
d281.s003,i mean however that the moral theologian knows what he means by permit &apos;&apos;,1,semcor.d281.s003.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i mean however that the moral theologian knows what he means
d281.s003,i mean however that the moral theologian knows what he means by permit &apos;&apos;,10,semcor.d281.s003.t002,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i mean however that the moral theologian knows what he means by permit &apos;&apos;
d281.s048,he does not mean in fact he addresses himself specifically to reject the proposition that if we took the risk of surrendering a new generation in britain would soon begin to amass its strength in secret in order to reverse the consequences of that surrender &apos;&apos;,3,semcor.d281.s048.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,he does not mean in fact he addresses himself specifically to reject the
d283.s034,which does not mean that it is ugly,3,semcor.d283.s034.t000,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,which does not mean that it is ugly
d284.s044,you see i thought i mean i really had no idea &apos;&apos;,5,semcor.d284.s044.t002,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,you see i thought i mean i really had no idea &apos;&apos;
d285.s025,do you mean &apos;&apos; he asked almost shyly you want me to go with you wherever you &apos;re goin &apos;&apos;,2,semcor.d285.s025.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,do you mean &apos;&apos; he asked almost shyly you want me to
d289.s037,for hotels with 1000 rooms the increased license fee would mean an expense of 5000 a year goodis said,10,semcor.d289.s037.t000,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,for hotels with 1000 rooms the increased license fee would mean an expense of 5000 a year goodis said
d306.s070,every new scandal which would provide more copy &apos;&apos; for marshall &apos;s pen would thus mean more publicity for welch,15,semcor.d306.s070.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,provide more copy &apos;&apos; for marshall &apos;s pen would thus mean more publicity for welch
d316.s027,by personal factors i mean those rooted in personality structure,4,semcor.d316.s027.t000,mean,VERB,mean%2:31:01::,mean#v#2,100,mean#v#2#100,by personal factors i mean those rooted in personality structure
d316.s082,i do not mean to imply that christians have adopted the liberal assumption so prevalent in hinduism that all religions are merely different paths to the same summit,3,semcor.d316.s082.t000,mean,VERB,mean%2:31:00::,mean#v#2,100,mean#v#2#100,i do not mean to imply that christians have adopted the liberal assumption
d316.s086,in mentioning this under salvation reconsidered &apos;&apos; i do not mean to imply that roman catholic doctrine has changed in this area but rather that it has become clearer to the world community what that doctrine is,10,semcor.d316.s086.t002,mean,VERB,mean%2:31:00::,mean#v#2,100,mean#v#2#100,in mentioning this under salvation reconsidered &apos;&apos; i do not mean to imply that roman catholic doctrine has changed in
d318.s083,contrary to popular opinion a la mode &apos;&apos; does n&apos;t mean with ice cream &apos;&apos; it just means in the latest style,10,semcor.d318.s083.t000,mean,VERB,mean%2:32:03::,mean#v#2,100,mean#v#2#100,contrary to popular opinion a la mode &apos;&apos; does n&apos;t mean with ice cream &apos;&apos; it just means in the
d318.s083,contrary to popular opinion a la mode &apos;&apos; does n&apos;t mean with ice cream &apos;&apos; it just means in the latest style,17,semcor.d318.s083.t001,mean,VERB,mean%2:32:03::,mean#v#2,100,mean#v#2#100,&apos;&apos; does n&apos;t mean with ice cream &apos;&apos; it just means in the latest style
d327.s005,but because science is based on mathematics does n&apos;t mean that a hot rodder must necessarily be a mathematician,9,semcor.d327.s005.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,but because science is based on mathematics does n&apos;t mean that a hot rodder must necessarily be a mathematician
d328.s032,if that &apos;s done the house can be designed and oriented for best operation and this can mean savings both in the size of equipment and in the cost of the house itself,17,semcor.d328.s032.t002,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,be designed and oriented for best operation and this can mean savings both in the size of equipment and in
d330.s038,it is of course easy to see how j &apos;&apos; will mean uncle jack to one person and little jane to another,11,semcor.d330.s038.t002,mean,VERB,mean%2:32:03::,mean#v#2,100,mean#v#2#100,is of course easy to see how j &apos;&apos; will mean uncle jack to one person and little jane to
d336.s071,you mean you dragged your wife all over hell &apos;s half-acre looking for work &apos;&apos;,1,semcor.d336.s071.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,you mean you dragged your wife all over hell &apos;s half-acre
d336.s145,i mean we do n&apos;t have any way to get there and we can n&apos;t expect you to quit work just to take us to town &apos;&apos;,1,semcor.d336.s145.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,i mean we do n&apos;t have any way to get there
d342.s070,this matter is of great importance and the outcome may mean the difference between life or death or at least serious injuries for many veterans,10,semcor.d342.s070.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,this matter is of great importance and the outcome may mean the difference between life or death or at least
d344.s022,some plant-location specialists take these signs to mean st. louis county does n&apos;t want industry and so they avoid the area and more jobs are lost,7,semcor.d344.s022.t001,mean,VERB,mean%2:42:00::,mean#v#2,100,mean#v#2#100,some plant-location specialists take these signs to mean st. louis county does n&apos;t want industry and so
d351.s060,the above discussion does not mean to imply that control factors were completely in abeyance in the kohnstamm-positive subjects but rather that they could be diminished sufficiently not to interfere with arm-levitation,5,semcor.d351.s060.t000,mean,VERB,mean%2:32:01::,mean#v#2,100,mean#v#2#100,the above discussion does not mean to imply that control factors were completely in abeyance
d000.s105,keep the retirement age flexible so skilled craftsmen such as tool and die makers can be kept on the job for the convenience of the company,12,semcor.d000.s105.t008,die,NOUN,die%1:06:01::,die#n#1,200,die#n#1#200,retirement age flexible so skilled craftsmen such as tool and die makers can be kept on the job for the
d131.s020,if three dice are tossed a trial is one toss of one die and the experiment is composed of three trials,12,semcor.d131.s020.t008,die,NOUN,die%1:06:00::,die#n#1,200,die#n#1#200,dice are tossed a trial is one toss of one die and the experiment is composed of three trials
d131.s021,or what amounts to the same thing if one die is tossed three times each toss is a trial and the three tosses form the experiment,9,semcor.d131.s021.t004,die,NOUN,die%1:06:00::,die#n#1,200,die#n#1#200,or what amounts to the same thing if one die is tossed three times each toss is a trial
d131.s022,mathematically we shall not distinguish the experiment of three dice tossed once from that of one die tossed three times,16,semcor.d131.s022.t009,die,NOUN,die%1:06:00::,die#n#1,200,die#n#1#200,experiment of three dice tossed once from that of one die tossed three times
d131.s042,toss a die until an ace appears,2,semcor.d131.s042.t001,die,NOUN,die%1:06:00::,die#n#1,200,die#n#1#200,toss a die until an ace appears
d131.s049,sometimes when there are many outcomes for a single trial we group these outcomes into two classes as in the example of the die where we have arbitrarily constructed the classes ace &apos;&apos; and not ace &apos;&apos;,23,semcor.d131.s049.t011,die,NOUN,die%1:06:00::,die#n#1,200,die#n#1#200,outcomes into two classes as in the example of the die where we have arbitrarily constructed the classes ace &apos;&apos;
d131.s052,each die has probability f of producing an ace the marksman has some probability p perhaps 0.1 of making a bull&apos;s-eye,1,semcor.d131.s052.t001,die,NOUN,die%1:06:00::,die#n#1,200,die#n#1#200,each die has probability f of producing an ace the marksman
d000.s122,require each employee to work his last shift both before and after the holiday to be eligible for pay,6,semcor.d000.s122.t003,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,require each employee to work his last shift both before and after the holiday to be
d002.s033,in fact hudson &apos;s sail up the great north river had disposed of one of the last hopes,15,semcor.d002.s033.t004,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,up the great north river had disposed of one of the last hopes
d004.s025,in the care-free indolence of the east he sees the last reflection of the old happy existence and for that reason he loves it,10,semcor.d004.s025.t004,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,in the care-free indolence of the east he sees the last reflection of the old happy existence and for that
d004.s036,to get it out into the daylight &apos;s glow is my life &apos;s aim both first and last the whole,17,semcor.d004.s036.t007,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,&apos;s glow is my life &apos;s aim both first and last the whole
d011.s068,stevens was grunting over the last empty pocket when russ abruptly rose and lunged toward carmer &apos;s hat which had tumbled half-a-dozen feet away when he first fell,5,semcor.d011.s068.t002,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,stevens was grunting over the last empty pocket when russ abruptly rose and lunged toward
d012.s031,the dweller at p is last to hear about a new cure the slowest to announce to his neighbors his urgent distresses the one who goes the farthest to trade and the one with the greatest difficulty of all in putting over an idea or getting people to join him in a cooperative effort,5,semcor.d012.s031.t002,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the dweller at p is last to hear about a new cure the slowest to
d013.s000,during the last years of woodrow wilson &apos;s administration a red scare developed in our country,2,semcor.d013.s000.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,during the last years of woodrow wilson &apos;s administration a red scare
d015.s063,during the last week of march 1961 columbus ohio was the site of the fourth symposium on temperature its measurement and control in science and industry,2,semcor.d015.s063.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,during the last week of march 1961 columbus ohio was the site
d016.s009,in any case but the last such a course is sure to avenge itself upon the individual the moral powers no more than the physical and mental can bear overstraining,5,semcor.d016.s009.t001,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,in any case but the last such a course is sure to avenge itself upon
d016.s010,and in the last case a bitter disappointment but too often meets the confiding nature &apos;&apos;,3,semcor.d016.s010.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,and in the last case a bitter disappointment but too often meets the
d018.s105,then on monday morning or it might have to be tuesday get up and leave just the usual time and last thing put the money in an envelope under the old woman &apos;s purse there in the drawer,19,semcor.d018.s105.t010,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,be tuesday get up and leave just the usual time and last thing put the money in an envelope under
d021.s098,is it not ironical that roger williams &apos;s state rhode island should have been the very last of the forty-eight to establish a state university,14,semcor.d021.s098.t008,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,that roger williams &apos;s state rhode island should have been the very last of the forty-eight to establish a state
d036.s021,too often it is thought of at the last moment of new product introduction,7,semcor.d036.s021.t003,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,too often it is thought of at the last moment of new product introduction
d041.s034,greg &apos;s mission was the last to leave and as he circled the ships off tacloban he saw the clouds were dropping down again,5,semcor.d041.s034.t003,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,greg &apos;s mission was the last to leave and as he circled the ships off
d050.s137,now he could only play the last card in what was probably the world &apos;s coldest deck,6,semcor.d050.s137.t003,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,now he could only play the last card in what was probably the world &apos;s coldest
d050.s139,it was practically the last move that mcbride made of his own volition,4,semcor.d050.s139.t002,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,it was practically the last move that mcbride made of his own volition
d054.s012,in each of the last the trial marked the beginning of a new course in moscow the liquidation of the old bolsheviks and the tightening of stalin &apos;s dictatorship in the united states the initiation of militant anti communism with the repentant ex communist in the vanguard,4,semcor.d054.s012.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,in each of the last the trial marked the beginning of a new course
d058.s010,the last roof boards are covered with blocks from outside the shelter,1,semcor.d058.s010.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the last roof boards are covered with blocks from outside the
d060.s005,if you use a fiscal year a year ending on the last day of any month other than december your return is due on or before the 15 th day of the 4 th month after the close of your tax year,10,semcor.d060.s005.t004,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,if you use a fiscal year a year ending on the last day of any month other than december your
d060.s006,if the last day due date for performing any act for tax purposes such as filing a return or making a tax payment etc. falls on saturday sunday or a legal holiday you may perform that act on the next succeeding day which is not a saturday sunday or legal holiday,2,semcor.d060.s006.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,if the last day due date for performing any act for tax
d060.s012,fiscal year taxpayers have until the last day of the first month following the close of the fiscal year farmers until the 15 th day of the 2 d month,5,semcor.d060.s012.t003,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,fiscal year taxpayers have until the last day of the first month following the close
d089.s010,let me say at the outset that the music sounded as sparkling on the last playing as it did on the first,14,semcor.d089.s010.t005,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the outset that the music sounded as sparkling on the last playing as it did on the first
d097.s094,he fought it seeking to kill the last few words but on they came bout takin his &apos;&apos;,7,semcor.d097.s094.t003,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,he fought it seeking to kill the last few words but on they came bout takin his
d107.s070,the unshielded flux is given in the last column these figures constitute the best estimate for the flux in interplanetary space near the earth,7,semcor.d107.s070.t003,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the unshielded flux is given in the last column these figures constitute the best estimate for the
d112.s080,the last two writers introduce strong political bias into their works and not unlike the union leaders that we will discuss soon see folklore as a reservoir of protest by a downtrodden and publically silenced mass,1,semcor.d112.s080.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the last two writers introduce strong political bias into their works
