sent_id,sent,word_num,un_id,lemma,pos_tag,sense_key,sense_number,hom_type
d158.s033,r. h. s. crossman m.p. writing in the manchester guardian states that departures from west berlin are now running at the rate not of 700 but of 1700 a week and applications to leave have risen to 1900 a week,29,semcor.d158.s033.t011,leave,VERB,leave%2:38:01::,leave#v#2,100
d158.s047,a compromise will leave both sides without the glow of triumph but it will save berlin,3,semcor.d158.s047.t001,leave,VERB,leave%2:42:00::,leave#v#2,100
d160.s042,miscellaneous soils which primarily include sticky substances and colorless liquids which evaporate to leave a residue,13,semcor.d160.s042.t008,leave,VERB,leave%2:31:05::,leave#v#2,100
d160.s075,the negatively charged dirt particles then leave the surface and go into the aqueous phase,5,semcor.d160.s075.t004,leave,VERB,leave%2:38:01::,leave#v#2,100
d167.s062,no doubt some experiences vanish so completely as to leave no trace on the sleeper &apos;s mind,8,semcor.d167.s062.t006,leave,VERB,leave%2:30:03::,leave#v#2,100
d174.s120,you &apos;re a sweetheart but leave one line open,5,semcor.d174.s120.t002,leave,VERB,leave%2:42:01::,leave#v#2,100
d179.s103,he got no relief from drink because though sometimes precious would buy himself a drink if he went out with us in the evening he &apos;d leave it on the table untouched,26,semcor.d179.s103.t010,leave,VERB,leave%2:31:05::,leave#v#2,100
d182.s100,but explanations leave him confused and unmoved,2,semcor.d182.s100.t001,leave,VERB,leave%2:42:00::,leave#v#2,100
d184.s059,it casts a spell upon them so that they leave with a feeling of having been in the mysterious presence of an evil power,9,semcor.d184.s059.t002,leave,VERB,leave%2:38:01::,leave#v#2,100
d185.s060,after the coach listed all the boy &apos;s faults hartweger said coach before i leave here you &apos;ll get to like me &apos;&apos;,14,semcor.d185.s060.t008,leave,VERB,leave%2:41:00::,leave#v#2,100
d192.s083,why can n&apos;t i leave her locked up in the tool crib &apos;&apos;,4,semcor.d192.s083.t000,leave,VERB,leave%2:30:02::,leave#v#2,100
d192.s183,he said i &apos;m not going to leave my wife and my car out here in sight of those &apos;&apos;,7,semcor.d192.s183.t001,leave,VERB,leave%2:31:05::,leave#v#2,100
d195.s010,assuming the weather is halfway decent that day hundreds of thousands of persons will mass along this thoroughfare as president john f. kennedy and retiring president dwight d. eisenhower leave capitol hill following the oath-taking ceremonies and ride down this historic ceremonial route,29,semcor.d195.s010.t003,leave,VERB,leave%2:38:01::,leave#v#2,100
d204.s019,allow project to stand for about five minutes if wooden press mold is a good antique do not leave clay in too long as the dampness may cause mold to crack,18,semcor.d204.s019.t003,leave,VERB,leave%2:30:02::,leave#v#2,100
d204.s067,score plain side of c and leave in mold,6,semcor.d204.s067.t001,leave,VERB,leave%2:30:02::,leave#v#2,100
d217.s054,on spring and summer evenings people leave their shops and houses and walk up through the lanes of the city to the bridge,6,semcor.d217.s054.t000,leave,VERB,leave%2:38:01::,leave#v#2,100
d219.s036,while expensive in time and involving a great deal of adaptation on the part of the worker in terms of his willingness to leave the sanctity of his office and enter actively into the client &apos;s life techniques of accompaniment were found to be of tremendous value when in the service of specific preventive objectives,23,semcor.d219.s036.t001,leave,VERB,leave%2:31:05::,leave#v#2,100
d236.s011,he pointed out to the commissioners that the agency was literally dependent now on the machine processing and the whole wheels of the agency would stop if it broke down or the three or four persons directing it were to leave &apos;&apos;,38,semcor.d236.s011.t004,leave,VERB,leave%2:41:00::,leave#v#2,100
d240.s089,in the morning we leave the room looking as neat as a pin,4,semcor.d240.s089.t000,leave,VERB,leave%2:38:01::,leave#v#2,100
d253.s002,religion or the lack of it will decide whether we use this power to build a brave new world of peace and abundance for all mankind or whether we misuse this power to leave a world utterly destroyed,33,semcor.d253.s002.t004,leave,VERB,leave%2:42:02::,leave#v#2,100
d263.s041,i leave this church with a feeling that a great weight has been lifted off my heart i have left my grudge at the altar and forgiven my neighbor &apos;&apos;,1,semcor.d263.s041.t000,leave,VERB,leave%2:38:01::,leave#v#2,100
d263.s041,i leave this church with a feeling that a great weight has been lifted off my heart i have left my grudge at the altar and forgiven my neighbor &apos;&apos;,19,semcor.d263.s041.t002,leave,VERB,leave%2:42:02::,leave#v#2,100
d263.s119,yet every sunday we sinners go to that emergency room to receive first aid and we leave unmindful that the man who ministered to us is a human being who suffers too,15,semcor.d263.s119.t002,leave,VERB,leave%2:38:01::,leave#v#2,100
d267.s011,he smiled and said a word or two to the interpreter who turned to me the president wonders where you are going after you leave taipei &apos;&apos;,23,semcor.d267.s011.t005,leave,VERB,leave%2:38:01::,leave#v#2,100
d268.s085,when shed they leave rust marks,3,semcor.d268.s085.t001,leave,VERB,leave%2:42:00::,leave#v#2,100
d268.s096,once on the water these little visitors seldom leave and this adds to your filtering and vacuuming problems as well as providing a slapping good time for all those present,8,semcor.d268.s096.t000,leave,VERB,leave%2:38:01::,leave#v#2,100
d270.s082,he could not leave the road because of the water-filled drainage ditch,3,semcor.d270.s082.t000,leave,VERB,leave%2:38:01::,leave#v#2,100
d270.s139,he did not leave the middle of the road,3,semcor.d270.s139.t000,leave,VERB,leave%2:38:01::,leave#v#2,100
d276.s101,there was no reason to leave the comfortable quarters inside the ship except that faced with a possibility of sleeping on solid ground they simply had to get out,5,semcor.d276.s101.t000,leave,VERB,leave%2:38:00::,leave#v#2,100
d276.s117,in privacy he could walk around leave the light on read,5,semcor.d276.s117.t001,leave,VERB,leave%2:30:02::,leave#v#2,100
d279.s070,i &apos;ll just leave the door open,3,semcor.d279.s070.t000,leave,VERB,leave%2:30:02::,leave#v#2,100
d279.s084,i &apos;ll leave the air conditioner on for you mr. ferrell &apos;&apos; said hirey,2,semcor.d279.s084.t000,leave,VERB,leave%2:30:02::,leave#v#2,100
d285.s083,i hate to leave my garden &apos;&apos; gavin said,3,semcor.d285.s083.t001,leave,VERB,leave%2:31:05::,leave#v#2,100
d285.s092,i do n&apos;t want to leave it &apos;&apos;,5,semcor.d285.s092.t001,leave,VERB,leave%2:31:05::,leave#v#2,100
d285.s148,in the cold dawn the mist swirled low to the ground then rose with a gust of sudden wind to leave the valley clear,20,semcor.d285.s148.t002,leave,VERB,leave%2:42:02::,leave#v#2,100
d287.s145,i can n&apos;t leave him there,3,semcor.d287.s145.t000,leave,VERB,leave%2:31:05::,leave#v#2,100
d299.s024,i thought he would ask us to leave because rachel and i were bare-armed but he looked down into his beard and preceded us down the corridor,7,semcor.d299.s024.t002,leave,VERB,leave%2:38:01::,leave#v#2,100
d299.s112,your mother wanted to bring children to israel so that they could leave their ghettos,12,semcor.d299.s112.t002,leave,VERB,leave%2:38:01::,leave#v#2,100
d299.s116,i said quietly gaining nerve ready to ask any question at all no matter how intimate ready to be rebuffed then why did she leave israel,24,semcor.d299.s116.t004,leave,VERB,leave%2:38:01::,leave#v#2,100
d305.s028,the audience would n&apos;t let her leave until it had heard over the rainbow &apos;&apos; although the fellow that kept crying for get happy &apos;&apos; had to go home unhappy about that item anyway,6,semcor.d305.s028.t001,leave,VERB,leave%2:38:01::,leave#v#2,100
d306.s083,naturally viola had no wish to remain but she felt she could n&apos;t leave so soon after her arrival in all politeness to her host,13,semcor.d306.s083.t003,leave,VERB,leave%2:38:01::,leave#v#2,100
d307.s006,mr. george hough oct. 30 sounds like a business man who waits until the last minute to leave his home or shop,17,semcor.d307.s006.t002,leave,VERB,leave%2:38:01::,leave#v#2,100
d311.s009,mrs. mcintosh buell will leave sunday to return to her home in santa barbara calif. after spending a week in her polo grounds home,4,semcor.d311.s009.t000,leave,VERB,leave%2:38:01::,leave#v#2,100
d312.s053,recounting personal observations of clearance work the councilman cited instances of inefficient use of equipment or supplies by poorly trained workers and urged that plow blades be set so they do not leave behind a thin layer of snow which eventually freezes,32,semcor.d312.s053.t005,leave,VERB,leave%2:31:05::,leave#v#2,100
d320.s081,a group of young men influenced by him enrolled in lane theological seminary and had to leave because of their open anti-slavery position,16,semcor.d320.s081.t002,leave,VERB,leave%2:38:01::,leave#v#2,100
d323.s163,if you go broke &apos;&apos; she said smiling up at him i &apos;ll leave you &apos;&apos;,13,semcor.d323.s163.t003,leave,VERB,leave%2:31:05::,leave#v#2,100
d324.s009,the right to leave the hoosegow any time to see a lawyer instead of waiting for a lawyer to make a trip to the prison,3,semcor.d324.s009.t000,leave,VERB,leave%2:38:00::,leave#v#2,100
d328.s024,you can forget about screens and leave the storm windows up all year around,6,semcor.d328.s024.t001,leave,VERB,leave%2:30:02::,leave#v#2,100
d333.s011,it was safe to assume that papa sighing heavily had said many times to his remaining daughter thank god your poor mother was spared this &apos;&apos; and indeed it might be true that it had been easier for henrietta to leave with her hand in charles &apos; hand just because her poor mother &apos;&apos; was gone already and would never know,40,semcor.d333.s011.t008,leave,VERB,leave%2:38:01::,leave#v#2,100
d334.s001,this affects us all intimately and can leave us hopeless in the face of widespread distress,7,semcor.d334.s001.t001,leave,VERB,leave%2:42:02::,leave#v#2,100
d336.s007,the easiest thing would be to sell out to al budd and leave the country but there was a stubborn streak in him that would n&apos;t allow it,11,semcor.d336.s007.t002,leave,VERB,leave%2:38:01::,leave#v#2,100
d336.s164,he stopped embarrassed and morgan said i understand that but i do n&apos;t savvy why you &apos;d go off and leave your jobs in the first place &apos;&apos;,19,semcor.d336.s164.t005,leave,VERB,leave%2:31:05::,leave#v#2,100
d337.s009,whenever new england liberalism is reminded of the dramatic confrontation of parker and the fraternity on january 23 1843 while it may defend the privilege of chandler robbins to demand that parker leave the association while it may plead that dr. n. l. frothingham had every warrant for stating the difference between trinitarians and unitarians is a difference in christianity the difference between mr. parker and the association is a difference between no christianity and christianity &apos;&apos; despite these supposed conclusive assurances the modern liberal heaves repeatedly a sigh of relief of positive thanksgiving that the association never quite brought itself officially to expel parker,32,semcor.d337.s009.t003,leave,VERB,leave%2:41:00::,leave#v#2,100
d337.s011,happily for posterity then the boston association did not actually command parker to leave the room though it came too close for comfort to what would have been an unforgivable brutality,13,semcor.d337.s011.t001,leave,VERB,leave%2:38:00::,leave#v#2,100
d339.s061,when they leave for vacations they miss the hot cereal,2,semcor.d339.s061.t000,leave,VERB,leave%2:38:01::,leave#v#2,100
d346.s070,they were asked to leave the hotel,4,semcor.d346.s070.t001,leave,VERB,leave%2:38:01::,leave#v#2,100
d346.s095,the cagey pulley bey who spoke no english had taken the passport so that diane could n&apos;t leave the country without his approval,17,semcor.d346.s095.t002,leave,VERB,leave%2:38:01::,leave#v#2,100
d347.s028,in his heart he had that peace of which the lord spoke when he said peace i leave with you my peace i give unto you not as the world giveth give i unto you,17,semcor.d347.s028.t003,leave,VERB,leave%2:40:01::,leave#v#2,100
d347.s031,he was about to leave them to depart from this world and return to his father in heaven,4,semcor.d347.s031.t001,leave,VERB,leave%2:31:05::,leave#v#2,100
d000.s114,thus there is an added incentive to stay on the job,7,semcor.d000.s114.t003,stay,VERB,stay%2:30:00::,stay#v#2,100
d007.s011,better stay in the hotel lobby where the walls looked good and thick,1,semcor.d007.s011.t000,stay,VERB,stay%2:38:00::,stay#v#2,100
d008.s072,joyce went on when we &apos;d finished lou mr. thor asked me to stay a little longer,11,semcor.d008.s072.t006,stay,VERB,stay%2:38:01::,stay#v#2,100
d018.s029,i stay in business so long because i &apos;m careful,1,semcor.d018.s029.t000,stay,VERB,stay%2:42:02::,stay#v#2,100
d036.s016,need for service is here to stay and the problem is going to be tougher to solve in the sixties,6,semcor.d036.s016.t004,stay,VERB,stay%2:38:00::,stay#v#2,100
d041.s169,wingman stay clear he prayed,1,semcor.d041.s169.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d045.s021,so you sit in the car and listen to the air run out and listen to the rain and see the mud in front of the headlights waiting for you for your new spectator pumps waiting for you to squat by yourself out there in your tight skirt crying and afraid and trying to get that damned son-of-a-bitch tire off because that is being an old maid too if you happen to drive a car it is changing the tire yourself in the night and in the mud and the rain hating to get out in it but afraid to stay and afraid to try to walk out for help,97,semcor.d045.s021.t041,stay,VERB,stay%2:38:00::,stay#v#2,100
d045.s026,and he can be on the way to memphis your gratt shafer can and you discover you can stay alive and hate him and love him and want him even if it means you want him really want him dead,15,semcor.d045.s026.t005,stay,VERB,stay%2:30:00::,stay#v#2,100
d058.s096,how long to stay in your shelter,3,semcor.d058.s096.t001,stay,VERB,stay%2:38:00::,stay#v#2,100
d058.s098,how long you may stay outside,4,semcor.d058.s098.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d058.s099,you should be prepared to stay in your shelter full time for at least several days and to make it your home for 14 days or longer,5,semcor.d058.s099.t002,stay,VERB,stay%2:38:00::,stay#v#2,100
d062.s102,it was an awkward hour but i did n&apos;t have to punch any time clock and it only meant that sometimes i had to stay a couple of hours later at the drawing board to finish up a job,23,semcor.d062.s102.t008,stay,VERB,stay%2:38:00::,stay#v#2,100
d063.s085,and even if they stay in resorts part of the time they might if the right salesman gets them in tow develop a yearning to spice the usual vacation fare with a camping trip into the wide open spaces,4,semcor.d063.s085.t001,stay,VERB,stay%2:42:01::,stay#v#2,100
d078.s045,he had talked one other member of the group to stay with him but that friend had tired of not eating regularly and returned to savannah,10,semcor.d078.s045.t004,stay,VERB,stay%2:42:01::,stay#v#2,100
d097.s220,if i hafta do this to stay alive by god i &apos;ll do it,6,semcor.d097.s220.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d121.s087,i thought i told you to stay home &apos;&apos;,6,semcor.d121.s087.t002,stay,VERB,stay%2:38:01::,stay#v#2,100
d121.s140,they lay a little too stiffly with their eyes straining to stay closed,10,semcor.d121.s140.t006,stay,VERB,stay%2:30:00::,stay#v#2,100
d131.s025,each friday one manager is chosen by lot to stay late and load the equipment on a truck,9,semcor.d131.s025.t006,stay,VERB,stay%2:38:01::,stay#v#2,100
d131.s035,the managers stay the same so that f is the same for all weeks,2,semcor.d131.s035.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d143.s102,in our age of science and angst it seems to me more brave to stay on earth and explore inner man than to fly far from the sphere of our sorrow and explore outer space &apos;&apos;,14,semcor.d143.s102.t005,stay,VERB,stay%2:42:01::,stay#v#2,100
d144.s060,when it became obvious that he could stay inside no longer taking a thousand to one chance gonzales rushed outside square against the muzzle of a winchester,7,semcor.d144.s060.t002,stay,VERB,stay%2:30:00::,stay#v#2,100
d149.s087,it was going to stay forever,4,semcor.d149.s087.t000,stay,VERB,stay%2:38:00::,stay#v#2,100
d163.s070,yes tom caught it in time to stay alive,6,semcor.d163.s070.t003,stay,VERB,stay%2:30:00::,stay#v#2,100
d174.s118,shirl winter said i &apos;ll stay on the phone mr. paxton,4,semcor.d174.s118.t002,stay,VERB,stay%2:30:00::,stay#v#2,100
d177.s012,you may stay as long as you wish of course but if arranging for the care of the girls must take time into account i think a day or two should be enough to finish our business in &apos;&apos;,2,semcor.d177.s012.t000,stay,VERB,stay%2:42:01::,stay#v#2,100
d185.s018,after a lengthy workout yesterday an open date hemus said that bob nieman definitely would stay in the lineup,14,semcor.d185.s018.t009,stay,VERB,stay%2:38:00::,stay#v#2,100
d185.s020,i have to stay with nieman for a while &apos;&apos; hemus said,3,semcor.d185.s020.t000,stay,VERB,stay%2:42:01::,stay#v#2,100
d185.s064,bevo was congratulated for his efforts to stay in shape so that he could help the team if his knee healed in time,7,semcor.d185.s064.t003,stay,VERB,stay%2:30:00::,stay#v#2,100
d198.s034,you stay with the ladies,1,semcor.d198.s034.t000,stay,VERB,stay%2:42:01::,stay#v#2,100
d207.s073,georgia &apos;s department of agriculture is intensifying its fire ant eradication program in an effort to stay ahead of the fast-spreading pest,16,semcor.d207.s073.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d216.s014,let me stay and take the pictures you wanted mamma,2,semcor.d216.s014.t001,stay,VERB,stay%2:38:00::,stay#v#2,100
d223.s067,wishing to show that aviation was dependable and here to stay bob fogg always made a point of taking off each morning on the dot of seven disregarding rain snow and sleet in true postal tradition,10,semcor.d223.s067.t003,stay,VERB,stay%2:30:00::,stay#v#2,100
d229.s053,man had enough to worry about managing to get up there and stay without being burdened with rules once aloft,12,semcor.d229.s053.t004,stay,VERB,stay%2:30:00::,stay#v#2,100
d241.s028,perhaps it is better to stay at home,5,semcor.d241.s028.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d254.s016,the man most firmly at grips with the problem is the university of minnesota &apos;s physiologist ancel keys 57 inventor of the wartime k for keys ration and author of last year &apos;s bestselling eat well and stay well,37,semcor.d254.s016.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d263.s101,a minister should not stay beyond the time that his leadership should benefit &apos;&apos; his church he wrote for he becomes ordinary &apos;&apos;,4,semcor.d263.s101.t000,stay,VERB,stay%2:42:02::,stay#v#2,100
d264.s038,last october he gave a public speech in washington d. c. entitled are women here to stay &apos;&apos;,16,semcor.d264.s038.t003,stay,VERB,stay%2:42:02::,stay#v#2,100
d267.s046,to whom will the generals stay loyal,5,semcor.d267.s046.t000,stay,VERB,stay%2:30:00::,stay#v#2,100
d270.s134,he forced himself to stay frozen there,4,semcor.d270.s134.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d277.s022,however mr. parichy and his bride will go to vero beach on their wedding trip and will stay in the john g. beadles &apos; beach house,17,semcor.d277.s022.t000,stay,VERB,stay%2:42:01::,stay#v#2,100
d279.s071,it latches when you close it so stay as long as you like &apos;&apos;,7,semcor.d279.s071.t002,stay,VERB,stay%2:42:01::,stay#v#2,100
d284.s087,doc doolittle &apos;s scheduled appearance at captain &apos;s mast was a very unusual thing because the discipline dispensed there is ordinarily for the young and immature and a chief is naturally expected to stay off the report,33,semcor.d284.s087.t005,stay,VERB,stay%2:30:00::,stay#v#2,100
d285.s001,you can n&apos;t stay here with me,3,semcor.d285.s001.t000,stay,VERB,stay%2:42:01::,stay#v#2,100
d285.s139,if we let them go they won n&apos;t stay away they &apos;ll find men to ride with them and they &apos;ll be back,8,semcor.d285.s139.t002,stay,VERB,stay%2:30:00::,stay#v#2,100
d290.s035,the panels will stay up until they are replaced next summer,3,semcor.d290.s035.t000,stay,VERB,stay%2:38:00::,stay#v#2,100
d299.s111,it was an impulse when she was here in me &apos; a she &apos; arim i was with her that led her to stay in israel,23,semcor.d299.s111.t004,stay,VERB,stay%2:38:00::,stay#v#2,100
d299.s165,for one whole week he never let her stay alone,8,semcor.d299.s165.t001,stay,VERB,stay%2:30:00::,stay#v#2,100
d302.s047,it could reputedly go 70000 miles without refueling and stay down more than a month,9,semcor.d302.s047.t002,stay,VERB,stay%2:30:00::,stay#v#2,100
d317.s008,mr. clifton would have preferred death and bankruptcy to having his son stay with his wife &apos;s people without contributing to his and his family &apos;s upkeep and besides that there were the things that had to be bought for the baby milk and orange juice and vitamins and soap just plain soap,12,semcor.d317.s008.t002,stay,VERB,stay%2:42:01::,stay#v#2,100
d318.s022,when you start the outdoor performance you can stay outdoors without a dozen running trips into the kitchen,8,semcor.d318.s022.t001,stay,VERB,stay%2:38:00::,stay#v#2,100
d333.s041,she sounded so exactly like doaty that henrietta obeyed her under the clear impression that she could either comply or stay home,20,semcor.d333.s041.t003,stay,VERB,stay%2:38:00::,stay#v#2,100
d336.s009,he found that if he was tired enough at night he went to sleep simply because he was too exhausted to stay awake,19,semcor.d336.s009.t004,stay,VERB,stay%2:30:00::,stay#v#2,100
d336.s092,he &apos;d be an idiot to let them stay he thought but he could n&apos;t send them on either,8,semcor.d336.s092.t002,stay,VERB,stay%2:42:01::,stay#v#2,100
d344.s086,the indochina struggle was a war to stay out of in 1954 when gen. ridgway estimated it would take a minimum of 10 to 15 divisions at the outset to win a war the french were losing,7,semcor.d344.s086.t001,stay,VERB,stay%2:42:02::,stay#v#2,100
d344.s087,it is a war to stay out of today especially in view of the fact that president ngo dinh diem apparently does not want united states troops,5,semcor.d344.s087.t001,stay,VERB,stay%2:42:02::,stay#v#2,100
d000.s122,require each employee to work his last shift both before and after the holiday to be eligible for pay,6,semcor.d000.s122.t003,last,ADJ,last%3:00:00::,last#a#3,100
d002.s033,in fact hudson &apos;s sail up the great north river had disposed of one of the last hopes,15,semcor.d002.s033.t004,last,ADJ,last%3:00:00::,last#a#3,100
d004.s025,in the care-free indolence of the east he sees the last reflection of the old happy existence and for that reason he loves it,10,semcor.d004.s025.t004,last,ADJ,last%3:00:00::,last#a#3,100
d004.s036,to get it out into the daylight &apos;s glow is my life &apos;s aim both first and last the whole,17,semcor.d004.s036.t007,last,ADJ,last%3:00:00::,last#a#3,100
d011.s068,stevens was grunting over the last empty pocket when russ abruptly rose and lunged toward carmer &apos;s hat which had tumbled half-a-dozen feet away when he first fell,5,semcor.d011.s068.t002,last,ADJ,last%3:00:00::,last#a#3,100
d012.s031,the dweller at p is last to hear about a new cure the slowest to announce to his neighbors his urgent distresses the one who goes the farthest to trade and the one with the greatest difficulty of all in putting over an idea or getting people to join him in a cooperative effort,5,semcor.d012.s031.t002,last,ADJ,last%3:00:00::,last#a#3,100
d013.s000,during the last years of woodrow wilson &apos;s administration a red scare developed in our country,2,semcor.d013.s000.t000,last,ADJ,last%3:00:00::,last#a#3,100
d015.s063,during the last week of march 1961 columbus ohio was the site of the fourth symposium on temperature its measurement and control in science and industry,2,semcor.d015.s063.t000,last,ADJ,last%3:00:00::,last#a#3,100
d016.s009,in any case but the last such a course is sure to avenge itself upon the individual the moral powers no more than the physical and mental can bear overstraining,5,semcor.d016.s009.t001,last,ADJ,last%3:00:00::,last#a#3,100
d016.s010,and in the last case a bitter disappointment but too often meets the confiding nature &apos;&apos;,3,semcor.d016.s010.t000,last,ADJ,last%3:00:00::,last#a#3,100
d018.s105,then on monday morning or it might have to be tuesday get up and leave just the usual time and last thing put the money in an envelope under the old woman &apos;s purse there in the drawer,19,semcor.d018.s105.t010,last,ADJ,last%3:00:00::,last#a#3,100
d021.s098,is it not ironical that roger williams &apos;s state rhode island should have been the very last of the forty-eight to establish a state university,14,semcor.d021.s098.t008,last,ADJ,last%3:00:00::,last#a#3,100
d036.s021,too often it is thought of at the last moment of new product introduction,7,semcor.d036.s021.t003,last,ADJ,last%3:00:00::,last#a#3,100
d041.s034,greg &apos;s mission was the last to leave and as he circled the ships off tacloban he saw the clouds were dropping down again,5,semcor.d041.s034.t003,last,ADJ,last%3:00:00::,last#a#3,100
d050.s137,now he could only play the last card in what was probably the world &apos;s coldest deck,6,semcor.d050.s137.t003,last,ADJ,last%3:00:00::,last#a#3,100
d050.s139,it was practically the last move that mcbride made of his own volition,4,semcor.d050.s139.t002,last,ADJ,last%3:00:00::,last#a#3,100
d054.s012,in each of the last the trial marked the beginning of a new course in moscow the liquidation of the old bolsheviks and the tightening of stalin &apos;s dictatorship in the united states the initiation of militant anti communism with the repentant ex communist in the vanguard,4,semcor.d054.s012.t000,last,ADJ,last%3:00:00::,last#a#3,100
d058.s010,the last roof boards are covered with blocks from outside the shelter,1,semcor.d058.s010.t000,last,ADJ,last%3:00:00::,last#a#3,100
d060.s005,if you use a fiscal year a year ending on the last day of any month other than december your return is due on or before the 15 th day of the 4 th month after the close of your tax year,10,semcor.d060.s005.t004,last,ADJ,last%3:00:00::,last#a#3,100
d060.s006,if the last day due date for performing any act for tax purposes such as filing a return or making a tax payment etc. falls on saturday sunday or a legal holiday you may perform that act on the next succeeding day which is not a saturday sunday or legal holiday,2,semcor.d060.s006.t000,last,ADJ,last%3:00:00::,last#a#3,100
d060.s012,fiscal year taxpayers have until the last day of the first month following the close of the fiscal year farmers until the 15 th day of the 2 d month,5,semcor.d060.s012.t003,last,ADJ,last%3:00:00::,last#a#3,100
d089.s010,let me say at the outset that the music sounded as sparkling on the last playing as it did on the first,14,semcor.d089.s010.t005,last,ADJ,last%3:00:00::,last#a#3,100
d097.s094,he fought it seeking to kill the last few words but on they came bout takin his &apos;&apos;,7,semcor.d097.s094.t003,last,ADJ,last%3:00:00::,last#a#3,100
d107.s070,the unshielded flux is given in the last column these figures constitute the best estimate for the flux in interplanetary space near the earth,7,semcor.d107.s070.t003,last,ADJ,last%3:00:00::,last#a#3,100
d112.s080,the last two writers introduce strong political bias into their works and not unlike the union leaders that we will discuss soon see folklore as a reservoir of protest by a downtrodden and publically silenced mass,1,semcor.d112.s080.t000,last,ADJ,last%3:00:00::,last#a#3,100
d123.s070,the last column shows the rate of exchange that would have been observed at a relative intensity of 4 14.7 cm. distance calculated on the assumptions that the incident light intensity is inversely proportional to the square of the distance of the lamp from the cell and that the rate is directly proportional to the incident light intensity,1,semcor.d123.s070.t000,last,ADJ,last%3:00:00::,last#a#3,100
d123.s071,direct proportionality of the rate to the incident intensity has also been assumed in obtaining the value in the last column for the fourth sample of series /2 where the light intensity was reduced by use of a screen,19,semcor.d123.s071.t009,last,ADJ,last%3:00:00::,last#a#3,100
d124.s121,hal yarrow was among the last to go into the suspensor and among the first to come out,4,semcor.d124.s121.t002,last,ADJ,last%3:00:00::,last#a#3,100
d129.s040,the argument against this last approach is comparable to that which rejects stories about hoop snakes about snakes that break themselves into many pieces and join up again or even of ghosts that chase people out of graveyards the mere piling up of testimony does not prove to the scientific mind the existence of hoop snakes joint snakes or ghosts,4,semcor.d129.s040.t001,last,ADJ,last%3:00:00::,last#a#3,100
d139.s041,the dipylon geometric pottery of athens and the iliad are amazing manifestations of the inherent potentialities of greek civilization but both were among the last products of a phase which was ending,24,semcor.d139.s041.t011,last,ADJ,last%3:00:00::,last#a#3,100
d140.s059,he helped kate and juanita enlarge the flower garden in the side yard where they sometimes sat in the still evenings watching the last fat bees working against the summer &apos;s purple dusk,21,semcor.d140.s059.t011,last,ADJ,last%3:00:00::,last#a#3,100
d141.s020,then he spread out the last list on the counter,4,semcor.d141.s020.t002,last,ADJ,last%3:00:00::,last#a#3,100
d157.s063,the fourth and last speaker was thomas davis,3,semcor.d157.s063.t001,last,ADJ,last%3:00:00::,last#a#3,100
d158.s018,escalation is their first love and their last they will be faithful unto death,7,semcor.d158.s018.t004,last,ADJ,last%3:00:00::,last#a#3,100
d170.s101,the last essential to the beginner &apos;s gymnastic program is the somersault or forward roll,1,semcor.d170.s101.t000,last,ADJ,last%3:00:00::,last#a#3,100
d176.s111,there are other good representations of peasants and people of the court by actors who are finely costumed and magnificently photographed in this last of the russian films to reach this country in the program of joint cultural exchange,23,semcor.d176.s111.t012,last,ADJ,last%3:00:00::,last#a#3,100
d177.s074,he and mark were the last of the family and there lay the cape ann property which had seemed to have no end stretching from horizon to horizon in those golden days of summer,5,semcor.d177.s074.t002,last,ADJ,last%3:00:00::,last#a#3,100
d178.s042,the last exercise of roland claude &apos;s prescribed program for henri is a single exercise done in individual sets with a bit longer pause between sets,1,semcor.d178.s042.t000,last,ADJ,last%3:00:00::,last#a#3,100
d180.s014,the bears added their last run in the sixth on alusik &apos;s double and outfield flies by porter and wert,4,semcor.d180.s014.t002,last,ADJ,last%3:00:00::,last#a#3,100
d181.s002,modifications of the last technique have been applied by several groups of investigators,3,semcor.d181.s002.t001,last,ADJ,last%3:00:00::,last#a#3,100
d000.s131,spread your vacation period over the widest possible span of time or shut the plant down for two weeks,8,semcor.d000.s131.t005,span,NOUN,span%1:07:00::,span#n#1,100
d005.s000,oersted &apos;s boyhood represented a minimal chance of either attaining greatness or serving his people so well and over so long a span of life,22,semcor.d005.s000.t013,span,NOUN,span%1:28:00::,span#n#1,100
d093.s046,thus the span of its ossification was shortened and the center &apos;s ability to catch up &apos;&apos; in ossification is demonstrated,2,semcor.d093.s046.t001,span,NOUN,span%1:28:00::,span#n#1,100
d093.s061,the mean onset age was 25.3 months table 1 and the average span of the osseous stage was 133 months,12,semcor.d093.s061.t008,span,NOUN,span%1:28:00::,span#n#1,100
d093.s062,the correlation table 2 between onset age and completion age was .50 and that between onset age and span was .10,18,semcor.d093.s062.t009,span,NOUN,span%1:28:00::,span#n#1,100
d180.s072,the spectacular mays who reaches a decade in the big leagues come may 25 joined six other sluggers who walloped four home runs in a span of nine innings,23,semcor.d180.s072.t013,span,NOUN,span%1:28:00::,span#n#1,100
